City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,College,US,64.86,-147.80,69.58,52,75,11.5,broken clouds
477,Shache,CN,38.42,77.24,84.43,15,0,4.74,clear sky
478,Ploemeur,FR,47.73,-3.43,61.83,88,2,2.3,clear sky
479,Hornepayne,CA,49.21,-84.77,61.52,99,100,9.93,overcast clouds
480,Las Palmas,ES,28.42,-14.01,77.79,44,0,17.27,clear sky
481,Manggar,ID,-2.88,108.27,82.44,79,78,11.99,broken clouds
482,Ostersund,SE,63.18,14.64,66.65,63,40,6.91,light rain
483,Trinidad,BO,-14.83,-64.90,71.24,53,12,3.11,few clouds
484,Hearst,CA,49.68,-83.67,66.45,99,100,7.05,overcast clouds
485,Tonantins,BR,-2.87,-67.80,72.52,98,100,1.63,overcast clouds
486,Pimentel,PE,-6.84,-79.93,62.49,86,15,14.2,few clouds
487,Newcastle,AU,-32.93,151.78,65.82,65,75,12.66,light rain
488,Obihiro,JP,42.92,143.20,69.21,81,78,1.43,broken clouds
489,Estevan,CA,49.13,-102.98,66.54,72,0,5.75,clear sky
490,Fengcheng,CN,40.45,124.07,71.69,89,100,3.4,overcast clouds
491,Sabang,ID,5.89,95.32,83.12,70,87,16.13,overcast clouds
492,Sasykoli,RU,47.55,47.00,71.46,57,8,8.03,clear sky
493,Wukari,NG,7.85,9.78,72.27,92,100,3.42,light rain
494,Barranco,PA,9.52,-82.70,75.65,92,100,2.84,overcast clouds
495,Zhigansk,RU,66.77,123.37,54.09,67,100,9.4,overcast clouds
496,Yei,SS,4.09,30.68,63.63,95,54,2.77,broken clouds
497,Ayagoz,KZ,47.97,80.44,81.55,19,20,20.09,few clouds
498,Xingyi,CN,24.19,102.82,69.37,85,100,4.05,overcast clouds
499,Sal Rei,CV,16.18,-22.92,74.75,89,32,8.05,scattered clouds
500,Coxim,BR,-18.51,-54.76,69.84,33,18,4.14,few clouds
501,Vung Tau,VN,10.35,107.08,82.38,76,100,7.07,overcast clouds
502,Oktyabrskiy,RU,54.48,53.47,60.78,76,45,2.95,scattered clouds
503,Richards Bay,ZA,-28.78,32.04,60.71,89,22,4.65,few clouds
504,Puerto Colombia,CO,10.99,-74.95,80.69,87,64,20.62,broken clouds
505,Shuangyang,CN,43.52,125.67,73.99,87,100,4.0,moderate rain
506,Kloulklubed,PW,7.04,134.26,84.7,72,64,1.54,broken clouds
507,Kununurra,AU,-15.77,128.73,85.98,17,7,10.36,clear sky
508,Viesite,LV,56.35,25.56,54.07,96,18,5.57,few clouds
509,Huron,US,41.15,-82.55,78.73,93,0,9.24,clear sky
510,Nyurba,RU,63.28,118.33,56.89,95,100,4.63,light rain
511,Necochea,AR,-38.55,-58.74,55.67,60,3,17.31,clear sky
512,Itarema,BR,-2.92,-39.92,74.66,83,35,10.16,scattered clouds
513,Uhlove,UA,44.82,33.60,68.02,75,5,4.59,light rain
514,Neiafu,TO,-18.65,-173.98,81.28,69,40,10.36,scattered clouds
515,Buraydah,SA,26.33,43.98,82.85,13,88,4.36,overcast clouds
516,Mandera,KE,3.94,41.87,73.0,51,100,16.73,overcast clouds
517,Katete,UG,-0.78,29.75,60.48,62,38,3.13,scattered clouds
518,Ayia Galini,GR,35.10,24.68,73.74,63,0,11.99,clear sky
519,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,72.09,99,100,1.7,overcast clouds
520,Altay,CN,47.87,88.12,69.48,36,44,5.57,scattered clouds
521,Arinos,BR,-15.92,-46.11,63.54,52,0,1.01,clear sky
522,Havelock,US,34.88,-76.90,84.18,91,16,5.99,few clouds
523,Iranshahr,IR,27.20,60.68,89.94,58,0,6.91,clear sky
524,Qinggang,CN,46.68,126.08,83.1,55,18,7.92,few clouds
525,Krasnoselkup,RU,65.70,82.47,57.15,66,99,2.62,overcast clouds
526,Bubaque,GW,11.28,-15.83,77.23,87,100,13.44,light rain
527,Houma,US,29.60,-90.72,84.02,84,0,4.0,clear sky
528,Bismarck,US,46.81,-100.78,72.81,61,0,10.36,clear sky
529,Valdivia,CL,-39.81,-73.25,44.69,94,25,0.54,scattered clouds
530,Lima,PE,-12.04,-77.03,57.45,88,100,6.91,light intensity drizzle
531,Batagay-Alyta,RU,67.80,130.41,53.46,62,98,5.3,overcast clouds
532,Brownsburg,US,39.84,-86.40,80.38,77,0,1.99,clear sky
533,Strezhevoy,RU,60.73,77.59,66.2,57,98,3.47,overcast clouds
534,Kearney,US,40.70,-99.08,79.25,57,5,5.01,clear sky
535,Maridi,SS,4.92,29.47,63.5,96,25,2.51,scattered clouds
536,Hovd,MN,48.01,91.64,63.79,37,1,1.79,clear sky
537,Barra Do Garcas,BR,-15.89,-52.26,67.44,41,3,3.0,clear sky
538,Praia Da Vitoria,PT,38.73,-27.07,68.76,94,0,1.43,clear sky
539,Labuhan,ID,-6.88,112.21,83.93,61,9,8.88,clear sky
540,Bilma,NE,18.69,12.92,86.74,38,64,6.53,broken clouds
541,Kokstad,ZA,-30.55,29.42,45.73,60,0,5.35,clear sky
542,Adrar,MR,20.50,-10.07,87.57,34,71,9.26,broken clouds
543,Sur,OM,22.57,59.53,84.52,74,93,10.29,overcast clouds
544,Kerrville,US,30.05,-99.14,91.54,51,0,13.8,clear sky
545,Tveit,NO,58.23,8.12,63.09,93,100,4.61,overcast clouds
546,Dalnegorsk,RU,44.56,135.57,73.6,71,98,5.3,overcast clouds
547,Puerto Del Rosario,ES,28.50,-13.86,80.35,44,0,17.27,clear sky
548,Norden,DE,53.60,7.20,67.96,95,96,12.82,moderate rain
549,Gravdal,NO,68.12,13.50,55.11,84,100,10.31,overcast clouds
550,Fallon,US,39.47,-118.78,96.67,11,40,5.75,scattered clouds
551,Dudinka,RU,69.41,86.18,52.5,87,100,10.07,light rain
552,Touba,CI,8.28,-7.68,68.41,97,100,4.16,overcast clouds
553,Maymyo,MM,22.03,96.47,75.97,83,99,1.52,overcast clouds
554,Cururupu,BR,-1.83,-44.87,73.02,94,45,2.57,scattered clouds
555,Hammerfest,NO,70.66,23.68,61.25,72,0,5.75,clear sky
556,Mayumba,GA,-3.43,10.66,69.19,95,33,4.76,scattered clouds
557,Fethiye,TR,36.62,29.12,82.27,44,0,7.02,clear sky
558,Lae,PG,-6.72,146.98,88.47,68,97,7.18,overcast clouds
559,Vao,NC,-22.67,167.48,74.08,88,100,11.48,overcast clouds
560,Geraldton,AU,-28.77,114.60,63.01,94,75,19.57,broken clouds
561,Mackay,AU,-21.15,149.20,64.69,92,100,12.75,overcast clouds
562,Ekhabi,RU,53.51,142.97,57.69,89,100,11.45,overcast clouds
563,Avera,US,33.19,-82.53,78.85,80,100,9.69,overcast clouds
564,Bagdarin,RU,54.43,113.60,74.44,56,40,3.02,scattered clouds
565,Canyon,US,34.98,-101.92,90.45,33,95,9.28,overcast clouds
566,Taoudenni,ML,22.68,-3.98,90.73,39,82,16.35,broken clouds
567,Kobelyaky,UA,49.15,34.20,53.08,90,0,9.84,clear sky
568,Siderno,IT,38.28,16.30,75.34,53,0,6.11,clear sky
569,Novonukutskiy,RU,53.70,102.71,69.6,58,99,6.82,overcast clouds
570,Chicama,PE,-7.84,-79.15,59.54,85,28,7.45,scattered clouds
571,Mayo,US,38.89,-76.51,85.12,84,1,13.4,clear sky
572,La Mesa,US,32.77,-117.02,79.07,74,16,3.0,few clouds
573,Tezu,IN,27.92,96.17,78.76,98,100,0.65,overcast clouds
574,Soyo,AO,-6.13,12.37,68.45,94,9,5.68,clear sky
575,Atambua,ID,-9.11,124.89,81.48,62,42,2.35,scattered clouds
576,Evensk,RU,61.95,159.23,68.81,35,18,4.7,few clouds
577,Nantucket,US,41.28,-70.10,77.0,94,1,15.57,clear sky
578,Tahe,CN,52.33,124.73,84.0,47,41,3.0,scattered clouds
579,Ejura,GH,7.39,-1.36,67.95,81,84,6.08,broken clouds
580,San Ramon,US,37.78,-121.98,77.14,66,0,13.8,clear sky
581,San Joaquin,US,37.93,-121.30,90.28,24,0,9.86,clear sky
582,Am Timan,TD,11.03,20.28,72.1,91,100,3.91,overcast clouds
583,Mus,TR,39.00,41.75,51.84,51,0,5.17,clear sky
584,Zharkent,KZ,44.16,80.00,84.78,14,0,6.69,clear sky
585,Champerico,GT,14.30,-91.92,81.91,78,100,5.88,overcast clouds
586,Keokuk,US,40.40,-91.38,77.32,65,100,4.61,overcast clouds
587,Mosetse,BW,-20.75,26.65,57.4,69,90,10.74,overcast clouds
588,Oriximina,BR,-1.77,-55.87,73.51,95,79,3.0,broken clouds
589,Comodoro Rivadavia,AR,-45.87,-67.50,39.06,48,0,24.16,clear sky
590,Merke,KZ,42.87,73.18,85.17,17,0,3.51,clear sky
591,Tilichiki,RU,60.47,166.10,65.68,37,5,8.48,clear sky
592,Troy,US,42.61,-83.15,79.68,66,0,4.0,clear sky
593,Sarkand,KZ,45.41,79.92,86.27,10,0,4.18,clear sky
594,Codrington,AU,-38.27,141.97,58.46,56,4,10.8,clear sky
595,Naperville,US,41.79,-88.15,80.71,77,0,8.21,clear sky
596,Hualmay,PE,-11.10,-77.61,61.72,84,52,10.11,broken clouds
597,Aksarka,RU,66.56,67.80,57.06,51,53,18.54,broken clouds
598,Oranjestad,AW,12.52,-70.03,80.71,86,20,25.84,few clouds
599,Namibe,AO,-15.20,12.15,63.79,70,0,6.76,clear sky
600,Fomboni,KM,-12.28,43.74,76.44,64,0,12.37,clear sky
601,Grivenskaya,RU,45.65,38.18,67.91,75,0,8.63,light rain
602,Nicoya,CR,10.15,-85.45,75.02,93,100,1.88,overcast clouds
603,Loandjili,CG,-4.76,11.86,69.91,94,75,2.3,broken clouds
604,Vila Do Maio,CV,15.13,-23.22,77.79,90,96,5.95,overcast clouds
605,Imbituba,BR,-28.24,-48.67,65.86,94,11,13.0,few clouds
606,Wodonga,AU,-36.12,146.88,59.27,100,19,6.26,few clouds
607,Verkhnevilyuysk,RU,63.45,120.32,64.6,82,100,2.77,light rain
608,Ambon,ID,-3.70,128.18,78.94,89,40,3.44,scattered clouds
609,Prince Rupert,CA,54.32,-130.32,57.29,78,40,9.22,scattered clouds
610,Luanda,AO,-8.84,13.23,66.2,88,20,3.44,few clouds
611,Kasane,BW,-17.82,25.15,58.57,76,94,4.34,overcast clouds
612,Olinda,BR,-8.01,-34.86,73.13,88,75,4.61,broken clouds
613,Vetralla,IT,42.31,12.08,72.12,57,0,1.72,clear sky
614,Chake Chake,TZ,-5.25,39.77,72.64,79,20,11.83,light rain
615,Gaya,IN,24.78,85.00,82.31,94,100,0.0,mist
616,Sumbe,AO,-11.21,13.84,67.03,91,83,2.57,broken clouds
617,Beyneu,KZ,45.32,55.20,82.49,26,47,16.51,scattered clouds
618,Bilibino,RU,68.05,166.44,56.19,31,33,8.41,scattered clouds
619,Zhezkazgan,KZ,47.80,67.71,82.38,32,40,2.24,scattered clouds
620,Puerto Ayacucho,VE,5.66,-67.62,73.89,90,96,2.33,overcast clouds
621,Ginir,ET,7.13,40.70,55.38,85,98,7.27,overcast clouds
622,Kiama,AU,-34.68,150.87,62.38,87,89,1.01,light rain
623,Rio Gallegos,AR,-51.62,-69.22,28.45,86,0,19.57,clear sky
624,Mapiri,BO,-15.25,-68.17,64.76,90,5,1.45,clear sky
625,Oussouye,SN,12.48,-16.55,75.38,91,100,4.47,overcast clouds
626,Urumqi,CN,43.80,87.60,77.95,24,0,8.95,clear sky
627,Zambezi,ZM,-13.54,23.10,59.83,51,82,7.23,broken clouds
628,Minas Novas,BR,-17.22,-42.59,62.71,92,32,2.77,scattered clouds
629,Sept-Iles,CA,50.20,-66.38,69.8,57,20,6.91,few clouds
630,La Baule-Escoublac,FR,47.29,-2.36,62.26,82,75,5.75,broken clouds
631,Khani,GE,41.96,42.96,58.57,97,100,0.54,overcast clouds
632,Kashira,RU,54.84,38.17,53.82,99,100,3.31,light rain
633,Jijiga,ET,9.35,42.80,58.98,88,97,13.56,overcast clouds
634,Urusha,RU,54.05,122.90,70.63,72,100,4.16,overcast clouds
635,Abdanan,IR,32.99,47.42,87.22,14,0,7.76,clear sky
636,Ust-Uda,RU,54.17,103.03,71.1,48,77,4.76,broken clouds
637,Chara,RU,56.91,118.26,71.06,66,90,2.17,light rain
638,Palmerston,AU,-12.49,130.98,85.98,33,0,13.8,clear sky
639,Kitzingen,DE,49.73,10.17,70.48,97,43,5.59,scattered clouds
640,Roald,NO,62.58,6.13,60.17,94,100,4.61,overcast clouds
641,Amahai,ID,-3.33,128.92,78.55,88,89,10.29,overcast clouds
642,Pali,IN,25.77,73.33,83.75,75,73,17.0,broken clouds
643,Yulara,AU,-25.24,130.99,63.73,27,7,12.19,clear sky
644,Praxedis Guerrero,MX,31.37,-106.02,90.0,26,100,7.54,overcast clouds
645,Cossato,IT,45.57,8.18,77.9,50,62,4.52,broken clouds
646,Shenjiamen,CN,29.96,122.30,83.71,82,89,1.54,overcast clouds
647,Talara,PE,-4.58,-81.27,62.69,89,14,15.19,few clouds
648,Saint Anthony,US,45.02,-93.22,82.0,58,20,6.91,few clouds
649,Sechura,PE,-5.56,-80.82,62.91,82,25,12.46,scattered clouds
650,Najran,SA,17.49,44.13,83.05,51,90,2.86,overcast clouds
651,Fort Nelson,CA,58.81,-122.70,70.47,47,100,2.44,overcast clouds
652,Vostok,RU,46.49,135.88,68.0,90,91,2.82,overcast clouds
653,Le Port,RE,-20.94,55.29,68.0,69,12,8.75,few clouds
654,Opole Lubelskie,PL,51.15,21.97,62.38,87,8,3.36,clear sky
655,Angoram,PG,-4.06,144.07,87.71,62,59,3.13,light rain
656,Lindi,TZ,-10.00,39.72,64.15,95,50,4.47,scattered clouds
657,Ekibastuz,KZ,51.67,75.37,75.52,58,54,22.26,broken clouds
658,Plouzane,FR,48.38,-4.62,60.85,83,100,5.75,overcast clouds
659,Trofors,NO,65.53,13.41,55.27,99,100,1.28,light rain
660,Antofagasta,CL,-23.65,-70.40,57.34,83,100,2.82,overcast clouds
661,Palauig,PH,15.44,119.90,86.59,67,100,3.15,overcast clouds
662,Borogontsy,RU,62.67,131.17,83.77,44,99,8.03,overcast clouds
663,Crotone,IT,39.09,17.12,76.19,47,0,5.46,clear sky
664,Hong Gai,VN,20.96,107.09,87.71,81,97,4.65,overcast clouds
665,Hutchinson,US,38.06,-97.93,85.03,41,34,1.01,scattered clouds
666,Hofn,IS,64.25,-15.21,52.11,77,35,5.7,scattered clouds
667,Saint Simons,US,31.14,-81.39,77.02,98,0,3.44,clear sky
668,Soria,ES,41.67,-2.67,60.12,87,0,4.81,clear sky
669,Manaure,CO,11.78,-72.44,81.3,78,5,15.26,clear sky
670,Mora,CM,11.05,14.14,73.42,84,100,2.26,overcast clouds
671,Quelimane,MZ,-17.88,36.89,64.71,95,0,3.74,clear sky
672,Jinka,ET,5.65,36.65,62.01,74,91,3.85,overcast clouds
673,Bouna,CI,9.27,-3.00,73.31,74,100,7.67,overcast clouds
674,Gamboula,CF,4.12,15.14,67.89,99,100,2.53,light rain
675,Henties Bay,NA,-22.12,14.28,54.93,84,0,4.09,clear sky
676,Stephenville,US,32.22,-98.20,95.13,31,0,9.22,clear sky
677,Puerto Baquerizo Moreno,EC,-0.90,-89.60,69.37,79,96,14.23,overcast clouds
678,Bandarbeyla,SO,9.49,50.81,75.4,74,7,24.2,clear sky
679,Grand Gaube,MU,-20.01,57.66,68.4,70,93,10.0,overcast clouds
680,Ambilobe,MG,-13.20,49.05,66.94,69,2,7.18,clear sky
681,Baykit,RU,61.67,96.37,68.22,52,41,4.41,scattered clouds
682,Loukhi,RU,66.08,33.04,60.26,83,94,3.13,overcast clouds
683,Qadirpur Ran,PK,30.29,71.67,87.69,56,98,13.76,overcast clouds
684,Anderson,US,34.53,-82.65,80.02,93,72,6.67,broken clouds
685,Saravan,AM,39.72,45.65,66.09,54,1,4.76,clear sky
686,Khuzhir,RU,53.19,107.34,54.52,84,96,3.4,overcast clouds
687,Harper,LR,4.38,-7.72,74.21,72,100,8.88,overcast clouds
688,Socorro,US,31.65,-106.30,94.86,28,100,12.33,overcast clouds
689,Babusnica,RS,43.06,22.41,62.6,82,0,1.83,clear sky
690,Ust-Nera,RU,64.57,143.20,69.58,58,100,7.96,overcast clouds
691,Cukai,MY,4.25,103.42,84.56,69,100,4.43,moderate rain
692,Flic En Flac,MU,-20.27,57.36,68.56,75,8,17.29,light rain
693,Port-Gentil,GA,-0.72,8.78,73.89,84,98,11.32,overcast clouds
694,Sakhon Nakhon,TH,17.16,104.15,83.23,76,100,9.42,overcast clouds
695,Waipawa,NZ,-41.41,175.52,44.8,94,100,29.1,overcast clouds
696,Aanekoski,FI,62.69,25.82,51.85,100,71,0.47,broken clouds
697,Marystown,CA,47.17,-55.15,57.85,100,100,8.99,overcast clouds
698,Herne Bay,GB,51.37,1.13,66.99,80,84,1.99,broken clouds
699,Colac,AU,-38.33,143.58,57.83,48,6,5.5,clear sky
700,Eisiskes,LT,54.17,25.00,51.3,91,6,6.31,clear sky
701,Banda Aceh,ID,5.56,95.32,86.67,59,80,12.06,broken clouds
702,Ratnagiri,IN,16.98,73.30,80.64,82,92,10.2,overcast clouds
703,Markala,ML,13.70,-6.07,74.71,89,99,8.55,overcast clouds
704,Miguel Hidalgo,MX,19.42,-99.20,69.51,56,24,3.29,few clouds
705,Russell,US,32.35,-85.20,80.96,75,100,6.04,overcast clouds
706,Loudi,CN,27.73,111.99,88.27,68,100,5.37,overcast clouds
707,Ozernovskiy,RU,51.50,156.52,58.12,89,94,6.17,overcast clouds
708,Paveh,IR,35.04,46.36,77.22,20,0,0.25,clear sky
709,Ebebiyin,GQ,2.15,11.34,67.05,97,100,2.17,overcast clouds
710,Ormara,PK,25.21,64.64,83.23,83,95,16.53,overcast clouds
711,Acarau,BR,-2.89,-40.12,74.8,83,33,9.53,scattered clouds
712,Soe,ID,-9.86,124.28,74.62,65,90,7.14,overcast clouds
713,Khanpur,PK,28.65,70.66,88.97,66,32,19.44,scattered clouds
714,Parauna,BR,-16.95,-50.45,65.73,47,3,4.27,clear sky
715,Honiara,SB,-9.43,159.95,87.91,61,97,7.16,overcast clouds
